mobile_subscriber_id,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30
243738,1.6833,1.7787,1.7281,1.9628,2.1034,4.8521
267797,13.2299,6.2793,5.1869,13.2955,11.2826,8.5153
272125,0.0282,0.0256,0.0284,0.0282,0.0290,0.0278
2941960,NULL,NULL,NULL,NULL,NULL,NULL
2904917,6.4047,6.3796,9.3213,7.1249,6.4510,6.7166
2909245,17.7107,14.1107,12.7999,10.9284,23.7179,9.1960
2927055,3.5294,5.2511,11.0443,3.3038,NULL,NULL
2931383,NULL,NULL,NULL,NULL,0.9070,1.3015
2933304,NULL,NULL,NULL,NULL,13.9554,0.1178
2937632,NULL,NULL,NULL,NULL,NULL,NULL
218162,0.7046,0.7508,0.7152,0.6438,1.3878,2.7506
283592,0.0060,0.0002,0.0008,0.0049,0.0043,0.0043
289045,0.2486,0.1320,0.0156,NULL,NULL,NULL
2912056,0.4626,0.3422,0.2625,0.7647,0.3107,0.4788
2926165,0.0596,0.1370,0.0659,0.0364,0.0612,0.0062
2930493,NULL,NULL,0.0016,0.0092,0.0035,0.0029
2934821,NULL,NULL,NULL,NULL,NULL,0.0007
200658,1.3961,2.2789,3.1867,4.4081,2.4077,3.7345
253688,0.0459,0.0512,NULL,NULL,NULL,NULL
258016,0.1908,0.0813,0.1767,0.1579,0.2001,0.0821
281906,12.9922,12.6026,6.6597,3.2450,4.9140,7.9855
2899464,0.0016,NULL,NULL,NULL,NULL,NULL
2919026,0.0151,0.0134,0.0149,0.0145,0.0148,0.0144
2927682,0.0181,0.0407,0.1798,0.1309,0.3113,0.0620
2923354,NULL,NULL,NULL,NULL,NULL,NULL
2941748,NULL,NULL,NULL,NULL,NULL,NULL
245965,0.1128,0.0490,0.0215,0.0079,0.2406,0.1914
250293,0.0206,NULL,NULL,0.0407,0.0351,0.0063
260658,0.0023,0.0019,0.0019,0.0016,0.0015,0.0021
2897778,0.1496,0.3295,0.3620,0.4445,0.5263,0.3898
2902106,13.9791,15.5274,15.9140,17.0710,14.0622,NULL
2905807,3.8160,1.6197,1.5185,1.2567,3.9468,0.9340
2906434,0.0908,0.0984,0.1236,0.1653,0.1508,0.1979
2920500,0.3404,0.6895,0.5357,0.2166,0.2228,0.0638
2924828,0.0039,0.0005,0.0005,NULL,0.0072,0.9574
287708,NULL,NULL,NULL,NULL,0.0007,0.0009
273015,NULL,NULL,NULL,NULL,NULL,0.0015
243154,1.6719,0.2575,1.7878,1.1186,2.1490,0.9136
2909829,5.0610,5.6904,6.4169,6.8473,8.1714,8.9585
2914157,7.0693,14.4049,8.2758,12.0232,8.6631,12.5959
215520,NULL,0.0123,0.0239,0.0136,0.0181,NULL
268381,NULL,0.3201,0.0879,NULL,NULL,NULL
2936295,NULL,NULL,NULL,NULL,NULL,NULL
2938216,NULL,NULL,NULL,NULL,NULL,NULL
221906,0.1576,0.1791,0.1816,0.1230,0.2703,0.2719
284176,0.1140,0.3200,0.2006,0.4321,0.0929,NULL
289629,0.0835,0.1007,0.1601,0.0891,0.1482,0.2645
2921296,0.0006,0.0026,0.0623,0.0007,0.0015,0.0007
279848,NULL,0.0658,0.1933,0.0822,0.1424,NULL
2931077,NULL,NULL,0.0000,0.0006,0.2398,0.0804
2912099,NULL,NULL,NULL,0.0030,0.0031,0.0075
2935405,NULL,NULL,NULL,NULL,NULL,0.0001
2940274,NULL,NULL,NULL,NULL,NULL,NULL
252351,0.0078,0.0052,0.0560,0.0034,0.0088,0.0036
258600,13.1014,9.7422,14.1661,12.4164,11.2931,7.7245
281322,0.0003,0.0004,0.0016,0.0020,0.0016,0.0061
2918442,0.0001,0.0005,0.0009,0.0010,0.0004,0.0008
2922770,NULL,0.0030,0.0018,0.0032,0.3284,0.7580
2941164,NULL,NULL,NULL,NULL,NULL,NULL
246549,0.1438,0.0351,0.0159,0.0040,0.0128,0.0388
273599,0.0265,0.0231,0.0258,0.0253,0.0258,0.0252
2906391,0.6680,0.6027,1.4607,0.5226,0.6206,0.3514
2910719,0.3675,0.7805,0.4010,1.4706,1.0768,0.6634
2915047,0.0674,0.1642,0.1932,0.1905,0.0239,0.1920
277927,NULL,NULL,NULL,NULL,NULL,0.0000
200369,0.4563,0.4165,3.9676,0.5998,0.6760,0.6727
251309,2.6891,3.9803,6.7529,2.4007,1.5303,1.2682
2899836,0.0470,0.0462,0.0789,0.0476,0.0501,0.0447
2911243,0.1053,NULL,0.1275,0.5066,0.0028,NULL
2916816,0.1786,0.6043,0.3369,0.3185,0.2873,0.2651
2919069,0.2889,0.7948,0.0156,NULL,NULL,NULL
2936049,NULL,NULL,NULL,NULL,NULL,0.0000
229443,2.7856,2.4273,4.7062,3.6860,4.7443,6.8690
232314,0.0851,0.1286,0.0984,0.0638,0.0719,0.0639
249294,0.6404,0.5285,0.5415,0.5717,0.5916,0.4530
278391,0.0001,0.0000,0.0005,0.0007,0.0003,0.0001
281262,0.0002,0.0645,0.0467,NULL,NULL,NULL
283254,0.0127,0.0135,0.0202,0.0107,0.0141,0.0113
289088,0.1235,0.1846,0.2854,0.2145,0.3061,0.3115
2903394,0.0034,0.0060,0.0397,0.0067,0.0710,0.2212
2900523,NULL,NULL,NULL,0.1297,0.0285,0.1736
2932491,NULL,NULL,NULL,NULL,1.2546,1.2280
2940317,NULL,NULL,NULL,NULL,NULL,NULL
214647,0.0862,0.2847,0.2607,0.2119,0.5247,0.5224
248607,0.0929,0.0992,0.1063,0.0908,0.1061,0.0882
276825,0.7879,0.4348,0.2689,0.7098,0.9242,1.0127
284820,0.1136,2.2171,0.1396,0.8944,0.7000,0.8400
2916198,58.8124,3.5846,4.4337,5.7755,149.6861,0.7851
265587,NULL,0.0000,0.0000,NULL,NULL,NULL
215165,0.6694,1.3957,1.6873,1.3068,1.4683,4.1031
235895,0.0128,0.0064,0.0031,0.0040,0.0014,0.0054
269855,0.6392,0.9013,1.0572,0.8263,1.0229,0.9858
286835,0.0116,0.0007,0.0161,0.0113,0.0118,0.0126
2917672,0.1689,0.1430,0.2803,0.1923,0.2367,0.2615
2918213,0.2282,0.1618,0.1773,0.2134,0.1873,0.4834
217518,1.8622,4.4632,2.7552,0.6447,4.3828,4.4137
225344,0.0563,0.0497,0.0662,0.0934,0.3799,0.1452
241986,0.0613,0.3369,0.8034,0.4518,0.2187,0.2453
273954,0.0633,0.0273,0.0948,0.1165,0.1438,0.2156
281780,0.0026,0.0021,0.0021,0.0026,0.0024,0.0029
285361,0.0661,0.1090,0.0761,0.3178,0.0811,0.0909
2900005,5.6697,10.3195,7.3239,11.6620,4.6721,5.2847
2907831,0.6555,0.3178,0.3874,0.5411,0.8916,0.4821
2941791,NULL,NULL,NULL,NULL,NULL,NULL
2933965,NULL,NULL,NULL,NULL,NULL,NULL
226572,2.4476,3.5010,2.8882,2.5356,3.1476,2.5196
227359,0.3678,0.5653,9.3654,5.4098,2.3320,2.1421
270024,1.9252,1.8465,1.7527,2.3516,1.4645,6.7457
283795,0.1098,0.1159,0.1456,0.1278,0.1283,0.1541
2911761,0.0076,0.0352,0.0004,0.0004,0.2076,0.2750
2921253,0.5836,0.2400,0.5158,1.5457,0.3125,0.7908
2929079,NULL,NULL,0.0798,0.1571,0.0735,0.0748
2929620,NULL,NULL,0.6540,1.6393,0.7965,1.3717
2931612,NULL,NULL,0.0000,0.2229,0.2712,0.1805
216562,2.3323,1.7458,3.3985,5.0012,5.5727,8.0461
239284,2.9192,4.8343,16.1166,11.2179,8.2123,7.7900
260014,0.3558,3.0084,0.3058,2.0196,0.0035,3.7529
273413,0.0028,0.0059,0.0095,0.0037,0.0033,0.0030
284482,3.9553,2.6814,5.6396,2.0889,2.1070,1.5526
2899049,0.0249,0.0336,0.0269,0.0252,0.0325,0.1840
2908372,3.6460,7.2241,4.6200,3.1388,8.0082,2.7646
2919610,0.1218,0.1156,0.1107,0.2337,0.1662,0.2030
2899295,NULL,0.0082,NULL,NULL,NULL,NULL
2933009,NULL,NULL,NULL,0.0864,0.0241,3.4356
2942501,NULL,NULL,NULL,NULL,NULL,NULL
218036,0.5259,1.9986,0.7934,0.7287,1.1995,1.7332
238766,0.0143,0.0130,0.0144,0.0139,0.0144,0.0139
240758,0.0008,0.0034,0.4170,0.0559,NULL,NULL
271939,5.1116,5.7182,7.1432,9.5015,18.0397,15.8561
2897821,0.2946,0.4616,0.4776,0.4109,0.8563,1.0972
2920297,1.3080,1.5909,3.3166,1.3493,3.3455,2.3933
2920543,0.0974,0.2066,0.5371,0.3609,0.4148,0.7609
206798,NULL,NULL,NULL,NULL,NULL,NULL
2943019,NULL,NULL,NULL,NULL,NULL,NULL
253224,8.0731,20.0671,8.0781,6.3654,9.7976,14.2723
264631,0.7865,0.5561,0.3028,0.3752,0.3422,0.2762
2905332,0.1948,0.4267,0.0081,NULL,0.0293,0.5123
2922312,1.2255,3.7249,0.8140,0.8575,3.1143,0.8055
216121,1.1572,7.3117,18.6526,2.9898,6.1545,16.9425
278053,0.0001,0.0001,0.0000,0.0001,0.0001,0.0001
285879,0.0360,NULL,0.0146,NULL,NULL,NULL
2900861,0.4078,0.0502,0.1227,0.4915,0.4101,0.5829
2901064,0.0097,0.0074,0.0086,0.0035,0.0061,0.0488
2906019,2.6453,2.7091,4.6874,3.6758,3.5189,3.0468
261073,NULL,NULL,0.0885,0.0407,NULL,NULL
2937987,NULL,NULL,NULL,NULL,NULL,NULL
222135,8.9141,9.3645,13.1909,9.2493,9.0791,11.8732
225962,0.7877,0.3523,1.1967,1.3750,0.9294,1.1507
256602,6.6780,10.2915,4.8105,4.9854,1.6742,6.8046
2908034,0.4491,0.4462,0.5505,0.6192,0.6308,0.6713
2910702,0.1124,0.0117,0.4230,1.7929,0.0192,0.0485
2922109,10.6681,16.0839,25.9735,31.9401,29.6005,28.8276
2933424,NULL,NULL,NULL,NULL,1.9331,1.7269
235354,3.9899,2.9318,4.2931,3.5248,4.8324,6.2710
243383,0.5201,0.3970,0.5207,0.3044,0.3183,0.4291
258617,0.1847,0.1112,0.1114,0.1069,0.0964,0.2751
275351,3.0405,1.2891,2.0603,1.8308,1.6238,1.7905
281339,8.6230,15.8980,16.1771,9.7861,14.7986,10.6560
2912176,0.6726,1.3103,1.2102,1.2550,2.1942,2.3737
2912717,0.0738,0.2348,0.1222,0.4370,0.5379,0.8923
223014,0.0146,0.0131,0.0146,0.0141,0.0146,0.0142
225421,3.7057,3.6919,3.2018,4.6077,2.6558,2.4572
279865,0.4281,0.4799,0.4915,0.4446,0.4067,0.5006
285776,0.9098,11.9566,2.1784,1.4280,1.8769,2.8569
287691,0.1730,NULL,NULL,NULL,NULL,NULL
2907493,0.4872,0.3388,0.4065,0.1818,0.2905,0.2561
2913742,0.0004,0.0005,0.0001,NULL,NULL,NULL
276284,NULL,NULL,0.1739,0.0480,0.0007,NULL
2928054,NULL,NULL,NULL,0.0836,0.1941,0.0807
2939461,NULL,NULL,NULL,NULL,NULL,NULL
255331,0.2144,0.1284,0.1999,0.1763,0.3340,0.2293
2906265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2924124,0.0424,0.0383,0.0425,0.0413,0.0427,0.0413
2923583,NULL,0.0306,0.0419,0.0402,0.0422,0.0442
2929282,NULL,0.0536,NULL,NULL,NULL,NULL
264528,NULL,NULL,2.7544,0.1709,0.0062,0.0714
277512,NULL,NULL,NULL,NULL,NULL,NULL
2937108,NULL,NULL,NULL,NULL,NULL,NULL
2915757,NULL,NULL,NULL,NULL,NULL,NULL
214309,5.7428,3.6992,6.1532,7.7471,5.1356,5.7492
222473,0.0000,0.0000,0.0000,0.0000,NULL,NULL
267917,0.9354,1.2684,1.8868,2.4978,3.7486,5.3624
2914283,0.1274,0.1292,0.1490,0.1342,0.1750,0.1390
2927267,0.0450,0.0504,0.0532,0.0220,0.0333,0.0732
2925598,NULL,NULL,NULL,1.8106,0.0024,5.5984
2937005,NULL,NULL,NULL,NULL,NULL,NULL
212294,8.6543,8.9780,9.6121,12.3181,23.4837,17.4791
212540,0.0060,0.0056,0.0063,0.0060,NULL,NULL
213081,0.6522,0.5315,0.6029,0.8988,0.5931,1.0545
266443,0.1931,0.0622,0.0812,0.1292,0.0850,0.2806
289165,0.0025,0.0943,0.0012,0.0017,0.0026,0.0092
2903858,0.1739,NULL,NULL,NULL,NULL,NULL
2913055,0.3100,0.4775,0.6861,1.3048,0.7792,0.0002
2926580,NULL,0.0010,NULL,NULL,NULL,NULL
2926039,NULL,NULL,NULL,NULL,0.0097,0.0292
2934990,NULL,NULL,NULL,NULL,NULL,0.0004
2935531,NULL,NULL,NULL,NULL,NULL,0.0024
245321,2.2215,1.6105,4.2289,5.9153,6.2885,4.7903
259550,0.4279,0.5377,0.7861,0.8188,1.6448,0.9366
2919484,11.2417,13.8821,8.1026,34.5316,18.3640,10.1905
2923065,0.0057,0.0055,0.0059,0.0056,0.0058,0.0056
2924227,NULL,NULL,2.2504,1.6118,1.3833,1.3208
229646,0.9793,3.7974,1.8126,7.3346,4.7372,5.6642
2940520,NULL,NULL,NULL,NULL,NULL,NULL
255849,0.0003,0.0004,0.0004,0.0002,0.0002,0.0001
268255,0.9270,1.0350,0.0011,0.3982,0.3586,0.6502
278571,0.0001,0.0070,0.0095,0.0088,0.0152,0.0136
285235,0.4601,0.1754,1.0213,1.2028,0.8078,0.5162
287817,0.0071,0.0063,0.0070,0.0069,0.0070,0.0068
2919272,25.1517,7.1221,11.5527,9.5232,14.9804,16.2608
271836,NULL,NULL,0.0001,0.0000,0.0000,0.0026
272142,7.1181,0.7934,1.1476,0.6820,1.2065,1.6354
277097,2.9710,4.3514,3.7558,1.2370,2.5860,0.7783
280847,0.4255,0.5170,0.1253,0.4957,0.2284,0.0421
289503,13.9111,1.3568,16.4471,16.7462,8.0647,11.5157
225759,0.8573,1.3360,1.1213,0.8722,3.1542,2.5359
280280,4.3225,3.3904,2.6603,4.8292,2.7095,5.1469
2908246,4.9846,13.4630,10.8306,11.3877,10.6816,13.4121
282195,NULL,0.0000,0.0000,0.0000,0.0000,0.0000
2901505,NULL,NULL,NULL,NULL,0.0048,NULL
2933550,NULL,NULL,NULL,NULL,0.6394,1.0213
241571,NULL,NULL,NULL,NULL,NULL,NULL
2940214,NULL,NULL,NULL,NULL,NULL,NULL
259032,0.6637,0.7008,0.9168,0.9083,0.7540,0.4240
2898777,8.7265,6.0816,1.0926,6.0411,3.6056,2.9154
2910261,0.6000,0.5358,0.0467,NULL,NULL,NULL
2912302,2.8501,3.8550,4.8754,3.2522,6.1190,5.3356
2920958,4.9446,12.3615,9.1013,7.1208,7.2452,10.0953
2922753,NULL,0.0342,0.5687,0.3417,1.3729,0.7509
247007,NULL,NULL,NULL,0.4673,2.5447,0.9579
226300,8.3338,10.6581,32.8608,20.0382,28.6148,8.5679
253765,0.9524,2.2566,1.0511,1.6325,NULL,NULL
2908787,0.0000,0.0000,0.0000,0.0000,0.0018,NULL
2921356,0.0007,0.0007,0.0002,NULL,NULL,NULL
2931509,NULL,NULL,1.9268,2.9709,7.8758,2.6118
208398,NULL,NULL,NULL,NULL,NULL,NULL
2942086,NULL,NULL,NULL,NULL,NULL,NULL
2942747,NULL,NULL,NULL,NULL,NULL,NULL
204511,7.1576,6.1712,6.4574,10.2658,6.2263,7.5327
216536,7.3573,2.1076,2.4214,4.0015,6.6057,6.3830
231561,0.0991,0.1951,0.1183,0.1173,0.1201,0.0801
252291,0.0002,0.0005,0.0025,NULL,0.0000,0.2056
274472,0.0009,0.0012,0.0018,0.0012,0.0010,0.0009
2909305,10.7789,9.3419,5.7805,14.6156,8.0985,5.4562
2932076,NULL,NULL,NULL,NULL,NULL,NULL
2941273,NULL,NULL,NULL,NULL,NULL,NULL
2920838,8.4210,6.2729,5.8934,3.6598,5.4739,7.9425
2922830,15.8604,4.7249,10.7864,21.0578,13.0699,13.1003
2923371,0.0355,0.0344,0.0427,0.0416,0.0429,0.0368
2929494,NULL,0.0213,0.0569,0.0564,0.0494,0.0716
2930035,NULL,0.0192,0.1733,0.2183,0.2752,0.4231
2931535,NULL,NULL,0.0007,NULL,NULL,0.0011
250817,0.1134,0.1100,0.1522,0.1226,0.1199,0.1357
259473,3.4109,4.7001,6.0131,4.9705,5.9523,4.8589
275623,0.0020,0.0883,0.0460,0.0297,NULL,NULL
2905747,6.7559,8.2170,10.9472,9.6894,7.7011,5.5950
235142,0.0154,0.2321,0.2433,0.3969,0.9266,0.9965
240097,0.0047,0.2471,0.8155,0.0593,0.0102,0.0000
275766,1.7548,0.6139,3.3298,7.9292,3.1967,0.0000
2903732,NULL,0.0895,0.0167,NULL,NULL,0.1028
279739,6.9003,10.5839,2.3543,NULL,NULL,NULL
284067,1.2561,0.7896,0.5209,0.5019,0.6326,0.8555
2899710,0.0898,0.1624,0.2441,0.1933,0.1777,0.1706
254375,0.2224,0.3190,1.1573,1.2328,1.6687,0.7439
269068,0.0001,0.0000,0.0129,0.0406,0.0106,0.0184
269609,0.3306,0.1704,0.2266,0.2792,0.3206,1.1620
277638,0.0000,0.1609,0.0011,0.0003,0.0004,0.2259
282593,27.4466,32.2649,39.7443,57.1437,19.3984,52.9439
2897483,27.7707,18.9372,12.3737,11.6047,12.3319,11.8451
273310,NULL,0.5122,0.0404,NULL,0.0004,0.0010
229340,0.1418,0.0078,0.0469,0.1167,0.0128,0.1028
268043,0.3549,0.2547,0.5212,0.3626,0.2704,0.4544
274784,0.7207,0.6159,0.7578,0.5956,0.6886,0.5359
276699,0.2752,0.1943,0.2814,0.1344,0.2310,0.3391
279112,0.5124,0.6359,1.2337,0.5316,1.9006,0.9382
2907078,43.1756,8.5321,16.3035,23.0262,23.2678,26.5890
287276,NULL,NULL,NULL,NULL,0.0010,0.0011
242324,NULL,NULL,NULL,NULL,NULL,0.0154
2934718,NULL,NULL,NULL,NULL,NULL,0.2581
2902750,NULL,NULL,NULL,NULL,NULL,NULL
2939046,NULL,NULL,NULL,NULL,NULL,NULL
211879,13.4088,8.1966,16.6479,12.6084,8.0253,20.0466
253536,0.0230,0.0187,0.0175,0.0578,0.1616,0.2081
289291,2.9300,3.1832,3.8454,1.2965,2.1341,2.1978
2904273,8.4699,5.8519,15.8882,13.4233,16.5532,20.8724
2913470,0.9585,0.1040,3.8117,1.4598,1.0431,1.0042
2917257,0.0186,0.3031,0.8805,4.5665,NULL,0.0805
2917798,0.7547,1.1174,1.6679,0.8603,2.1125,1.5300
244339,NULL,NULL,0.0522,NULL,NULL,NULL
209566,0.0196,0.0913,0.0965,0.1057,0.1191,0.0828
225547,1.2627,1.8923,4.9741,1.5421,2.4478,5.8362
244780,1.0176,0.5803,1.9396,1.5696,1.8060,1.6261
267502,0.4182,0.2314,0.7310,1.5064,0.4579,0.0003
2903291,0.1607,0.1758,0.3553,0.2586,0.0910,0.2246
2907619,1.2860,1.9258,2.2604,1.9910,2.1799,2.5114
2916275,0.0115,0.0104,0.0014,0.0001,0.0002,0.0034
2926852,NULL,0.0408,0.5643,0.5166,NULL,0.0140
231796,NULL,NULL,28.1628,NULL,NULL,0.4186
2913868,NULL,NULL,NULL,1.3228,0.2680,1.7671
2936590,NULL,NULL,NULL,NULL,NULL,NULL
2938505,NULL,NULL,NULL,NULL,NULL,NULL
246795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
255451,0.0088,0.0080,0.0092,0.0097,0.0094,0.0046
2901817,1.1792,0.1075,0.3608,0.3260,0.2158,0.3536
2905604,0.0118,0.0187,0.0144,0.1369,0.3604,0.4560
2906145,2.6376,4.0510,4.6022,10.5485,4.9993,4.4938
2923998,0.0002,NULL,0.0096,NULL,0.0003,NULL
2924539,0.4476,0.4826,0.7186,0.7311,0.6840,0.6344
2928326,0.0633,NULL,0.3081,0.1498,0.1882,0.2236
2928867,NULL,NULL,1.0875,0.2554,0.1979,0.3038
2914801,NULL,NULL,NULL,NULL,NULL,0.0019
2937523,NULL,NULL,NULL,NULL,NULL,NULL
250479,4.3311,5.9554,2.0597,6.2715,5.7557,3.9100
265799,0.1900,0.2120,0.4192,0.1184,0.1739,0.1679
2915986,0.2814,0.1653,0.4059,0.2725,NULL,NULL
2919899,4.5627,1.0252,0.6737,0.0652,2.3058,0.5361
2927393,2.8973,1.2288,1.5360,0.5350,1.0573,10.5643
2929385,NULL,0.0019,0.0131,0.0662,0.0107,0.1336
2935219,NULL,NULL,NULL,NULL,NULL,0.0518
214953,0.1539,0.1961,0.1463,0.2007,NULL,NULL
220787,1.3270,1.5679,3.7336,5.6016,3.5502,4.5871
271727,0.8953,1.4344,1.2937,0.8020,1.2044,1.2631
2899693,1.8248,1.3125,2.4696,1.5158,2.6137,3.1316
2910058,1.3665,0.8212,1.2553,1.0024,1.2157,0.8903
287047,NULL,0.0000,NULL,NULL,0.9348,3.5319
2936192,NULL,NULL,NULL,NULL,NULL,NULL
222779,NULL,NULL,NULL,NULL,NULL,NULL
2941147,NULL,NULL,NULL,NULL,NULL,NULL
227216,2.0256,1.0839,2.5775,0.8872,NULL,NULL
238122,0.1153,0.1043,0.1165,0.1120,0.1156,0.1115
251521,0.0952,0.1145,0.2164,0.2460,0.1431,0.1362
260844,1.2776,0.3686,0.4089,2.4935,2.3357,1.1247
289062,1.5606,1.9170,1.6839,1.5918,2.1598,2.5031
2903629,0.2383,0.1947,0.2268,0.2639,0.2780,0.0347
2920941,3.0882,6.9857,10.7165,3.3964,7.7724,12.7014
2926351,1.1961,14.0359,10.3230,6.5150,7.6025,2.8278
2905621,NULL,NULL,NULL,NULL,NULL,NULL
206509,0.2357,0.4483,0.3628,0.9538,0.8466,0.7239
216874,0.7645,0.7658,0.4778,1.5071,2.7546,2.0556
229231,0.3357,0.4003,0.1943,0.2267,0.4000,0.3512
256908,3.4150,1.3722,1.6237,1.4508,2.5600,2.8987
257449,12.1960,21.5308,2.0248,NULL,1.0192,11.0732
2898651,0.0000,0.0001,0.0087,0.0014,0.0000,0.0030
2913971,2.3882,1.0013,1.6388,1.0047,2.4786,2.6701
2921914,NULL,NULL,NULL,1.6585,6.2020,6.4853
2942189,NULL,NULL,NULL,NULL,NULL,NULL
226174,2.3346,5.5369,3.8195,3.1694,5.4561,14.2699
280618,0.2281,0.0014,0.0020,0.0019,0.0010,0.0012
286523,3.5558,1.6877,5.0591,2.6644,7.8714,12.5757
2899175,0.0036,0.0029,0.0025,0.0024,0.0033,0.0036
2903088,3.1045,3.5094,11.3737,9.0491,6.8969,9.7638
278697,NULL,NULL,NULL,NULL,NULL,NULL
237581,NULL,NULL,NULL,NULL,NULL,NULL
2940629,NULL,NULL,NULL,NULL,NULL,NULL
258829,0.0175,0.0063,NULL,NULL,NULL,NULL
259370,0.8127,1.4216,0.4217,2.1846,3.0508,4.0519
2918425,29.2225,44.3468,20.7214,17.4581,18.4272,29.3686
2920423,0.7386,0.4936,1.0652,0.4401,1.2850,2.9219
2923294,3.6203,5.6544,7.8302,6.0960,8.7523,7.8323
261362,NULL,NULL,NULL,NULL,NULL,0.0001
2938276,NULL,NULL,NULL,NULL,NULL,NULL
268670,0.0002,0.0014,0.0002,0.0002,0.0002,0.0002
2897795,1.7639,1.4759,1.5027,1.7054,1.9559,2.2557
2901708,1.2210,2.1987,3.1275,1.8895,2.7935,2.6915
2917028,5.5201,39.7475,47.7251,0.1052,0.0846,2.6914
2939750,NULL,NULL,NULL,NULL,NULL,NULL
2939673,NULL,NULL,NULL,NULL,NULL,NULL
242553,0.0469,NULL,NULL,NULL,NULL,NULL
270144,0.0566,0.0625,0.1508,0.0465,0.0479,0.0593
270685,1.6297,1.6701,1.9328,1.9163,1.7465,1.7533
2919043,0.0000,NULL,NULL,NULL,NULL,NULL
2913633,NULL,NULL,0.0006,0.0018,0.0040,0.0007
268152,NULL,NULL,NULL,NULL,NULL,NULL
2906162,0.2886,0.2814,0.3469,0.2990,0.3219,0.3310
2912411,0.0177,0.0153,0.0434,0.1125,0.1089,0.0870
2917569,0.0032,0.0042,0.2918,0.2225,0.2599,0.2899
2925395,0.0014,0.0013,0.1571,0.0599,NULL,NULL
2929723,NULL,0.5483,1.8033,0.9658,0.7513,1.3052
2921897,NULL,NULL,NULL,0.0250,25.3354,10.5503
2910490,NULL,NULL,NULL,NULL,0.0063,NULL
2934881,NULL,NULL,NULL,NULL,NULL,0.0029
223320,0.1607,0.3311,0.1350,0.8871,0.0094,NULL
227648,0.0997,0.1098,0.0970,0.1114,0.1262,0.1118
277223,0.0114,0.0470,0.1779,0.1584,0.1517,0.2417
2905189,0.0746,0.0615,0.1409,0.4140,0.0488,0.2371
2919882,0.1618,0.0505,0.0044,0.0005,0.4727,0.2182
2938817,NULL,NULL,NULL,NULL,NULL,NULL
202072,4.5098,4.3497,8.7651,7.9921,9.5397,11.5289
217807,1.1678,1.4119,1.6822,1.7307,1.8183,NULL
241697,3.2794,0.1447,0.1813,0.1792,0.1781,0.2077
260930,0.0013,0.0034,0.0015,0.0026,0.0023,0.0041
266340,0.0112,0.0128,0.0142,0.0137,0.0142,0.0138
270668,24.2051,26.3273,16.5734,26.9692,10.0527,18.8090
2937752,NULL,NULL,NULL,NULL,NULL,NULL
283566,0.8245,0.9932,1.1564,0.8731,2.2322,1.8591
2897718,1.1956,1.6575,1.2476,2.4059,1.1725,0.8671
2902046,0.9913,1.0046,0.0000,NULL,NULL,NULL
2924768,1.6482,1.3531,2.6625,1.4856,1.2192,15.5189
2931847,NULL,NULL,NULL,0.0000,0.0001,NULL
2936175,NULL,NULL,NULL,NULL,NULL,NULL
216333,3.0173,2.2651,1.8457,1.9893,3.5915,2.8405
234727,0.0007,0.0015,0.0013,0.0014,0.0023,0.0023
239055,3.2843,5.5428,5.4222,3.4931,5.5999,7.0412
239682,0.2315,0.2120,0.2306,0.2061,0.1772,0.1879
2899192,0.1050,0.1586,0.2819,0.2297,0.3103,0.3371
2903520,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
2917045,NULL,NULL,NULL,NULL,NULL,NULL
2904147,1.7993,6.4264,7.2585,2.9453,5.2930,7.3524
2916504,0.5586,0.6030,1.8224,2.1258,NULL,NULL
2927410,2.6218,9.6175,12.2065,15.9066,0.3521,2.0001
2921373,NULL,NULL,0.0066,0.4573,0.4728,0.5442
2931738,NULL,NULL,NULL,0.6871,0.2888,0.2472
267273,NULL,NULL,NULL,NULL,0.0002,NULL
231332,0.1790,0.2683,0.1540,0.1545,0.2558,0.2339
274707,2.9504,0.4472,2.7463,1.7540,3.8396,3.6067
288521,0.5795,0.3569,0.3745,0.5934,1.6142,0.5102
250997,6.5465,0.8449,0.5673,0.7916,0.6199,0.8967
2927911,NULL,0.0135,0.7151,0.6230,0.9286,0.6316
2932780,NULL,NULL,NULL,NULL,0.0967,0.7121
249523,0.0687,0.0783,0.1903,0.1301,0.0478,0.1989
254933,25.7096,10.3515,7.7632,6.5907,8.7038,8.3409
278494,0.2422,0.2771,0.4280,0.2601,0.2552,0.8488
2911532,0.0086,0.0231,0.7993,0.0169,0.0162,0.0071
253459,64.1022,60.6868,34.8392,43.8760,85.5672,54.9167
257787,2.2535,2.4713,3.5982,2.6536,3.7546,NULL
262656,5.7466,3.8808,5.1698,8.8271,26.8943,17.8819
279968,1.0302,2.4919,8.8397,2.1949,3.3414,4.7094
2903809,1.8056,0.9384,1.2813,1.4210,1.1802,1.4242
212523,1.3176,0.9512,1.6762,1.0627,1.6758,1.2014
241408,10.6956,14.9586,11.9666,11.4710,16.2479,20.1766
246151,2.2174,2.5060,3.0177,2.9585,2.9639,6.0416
250064,13.6114,5.2483,11.4602,13.6631,13.2575,10.1865
254807,0.0965,0.3596,0.2335,0.0933,0.1652,0.1642
2920314,0.3157,0.4085,0.5358,0.4032,0.5040,0.4028
2935634,NULL,NULL,NULL,NULL,NULL,0.0165
